"","spp","ncells","nrecords","span"
"4640","Erigeron robustior",14,16,26145.2252712363
"4641","Aquilegia pubescens",152,237,26118.5161777742
"4642","Tuctoria mucronata",6,39,25868.1839914656
"4643","Eriogonum nervulosum",27,46,25831.5570294283
"4644","Phacelia peirsoniana",8,24,25812.9175750591
"4645","Layia jonesii",35,78,25786.7875698465
"4646","Clarkia lewisii",63,92,25771.8249142334
"4647","Galium buxifolium",26,84,25735.5646553221
"4648","Chorizanthe ventricosa",30,63,25683.4566114901
"4649","Arctostaphylos andersonii",131,237,25581.1645722017
"4650","Lupinus elmeri",7,13,25527.9488196382
"4651","Calochortus bruneaunis",53,64,25508.4152877086
"4652","Orthocarpus pachystachyus",6,9,25500.5388931173
"4653","Hesperolinon congestum",33,115,25490.9692322274
"4654","Mimulus pulchellus",37,60,25463.2416241774
"4655","Caulanthus glaucus",17,39,25426.1436156156
"4656","Phacelia minor",462,618,25405.6260818338
"4657","Corallorhiza trifida",2,2,25313.8988559238
"4658","Xanthisma spinulosum",62,123,25312.424323161
"4659","Pedicularis bracteosa",37,49,25226.0355671534
"4660","Ivesia webberi",7,11,25175.9620192109
"4661","Iliamna latibracteata",23,40,25110.6580387876
"4662","Clarkia stellata",40,57,25103.8237589801
"4663","Clarkia jolonensis",35,42,25070.9933815351
"4664","Eriastrum luteum",28,33,25050.5342561817
"4665","Calochortus longebarbatus",19,23,24927.419508515
"4666","Muhlenbergia californica",88,162,24809.0516081328
"4667","Selaginella oregana",17,27,24731.6665540346
"4668","Bouteloua eriopoda",91,127,24730.4693586479
"4669","Eriastrum virgatum",37,68,24663.6757932645
"4670","Phacelia platyloba",23,32,24653.8124707342
"4671","Erythronium helenae",34,69,24646.319612681
"4672","Sedella leiocarpa",8,21,24635.2963035477
"4673","Bolandra californica",59,89,24613.0436472687
"4674","Delphinium purpusii",64,118,24585.9155997308
"4675","Lewisia stebbinsii",7,12,24511.1339019833
"4676","Delphinium luteum",16,36,24500.7443230898
"4677","Astragalus umbraticus",19,34,24336.9034578833
"4678","Clarkia franciscana",7,33,24291.9879298627
"4679","Arctostaphylos gabilanensis",6,21,24291.8484887584
"4680","Raillardella pringlei",16,33,24175.8669806483
"4681","Mimulus glaucescens",111,170,24109.2561897487
"4682","Calochortus plummerae",204,281,24063.6337263569
"4683","Heuchera hirsutissima",23,39,23999.4958415862
"4684","Amorpha fruticosa",180,291,23922.8795507349
"4685","Luzula orestera",110,154,23889.0714415644
"4686","Balsamorhiza lanata",20,33,23878.3134509767
"4687","Pseudotrillium rivale",40,48,23761.258818336
"4688","Linanthus killipii",41,61,23730.1651813053
"4689","Boechera hoffmannii",7,18,23579.1543503337
"4690","Lomatium peckianum",9,17,23522.4245386115
"4691","Tetraneuris acaulis",48,102,23512.1758252795
"4692","Calochortus dunnii",27,59,23417.705324008
"4693","Cordylanthus capitatus",6,11,23395.2296069047
"4694","Carex inops",20,25,23058.6489379826
"4695","Camissonia integrifolia",6,12,23052.9139972121
"4696","Eriodictyon capitatum",23,95,23046.2234172598
"4697","Senecio blochmaniae",64,139,22952.0205989628
"4698","Blennosperma bakeri",17,44,22906.2061667892
"4699","Acmispon cytisoides",53,78,22869.6362317071
"4700","Ivesia pygmaea",96,155,22860.3623182949
"4701","Acleisanthes longiflora",2,5,22789.9660989854
"4702","Euphorbia exstipulata",19,27,22761.5593349391
"4703","Draba sharsmithii",10,19,22729.3091641483
"4704","Eriogonum alpinum",7,12,22671.4020178998
"4705","Layia leucopappa",18,38,22657.4614008122
"4706","Lasthenia coronaria",272,433,22606.5512921178
"4707","Silene marmorensis",3,4,22532.0791527224
"4708","Euphrosyne nevadensis",32,43,22522.7724063831
"4709","Arctostaphylos confertiflora",26,71,22356.8206680468
"4710","Malperia tenuis",28,42,22256.8053668672
"4711","Chorizanthe fimbriata",387,614,22250.5822867142
"4712","Phacelia sericea",10,11,22241.7957583641
"4713","Streptanthus insignis",44,86,22232.125124636
"4714","Carex tiogana",7,8,22209.0422355162
"4715","Brodiaea orcuttii",68,122,22130.0597594834
"4716","Lessingia arachnoidea",12,66,22094.6027022377
"4717","Sphaeralcea grossulariifolia",4,4,22094.1168956188
"4718","Ericameria ophitidis",33,61,22021.2537147091
"4719","Cardamine angulata",2,6,22010.0202408164
"4720","Hesperolinon drymarioides",26,53,21996.0735947459
"4721","Lomatium ciliolatum",35,46,21921.3323429733
"4722","Oxalis suksdorfii",10,14,21813.4460841383
"4723","Harmonia doris-nilesiae",14,18,21795.1123438976
"4724","Lomatium hooveri",39,91,21779.5144865148
"4725","Eriogonum nortonii",21,40,21680.2167504619
"4726","Fritillaria brandegeei",26,32,21659.1712393336
"4727","Chorizanthe leptotheca",121,184,21648.2413544008
"4728","Orochaenactis thysanocarpha",101,170,21508.58500395
"4729","Sanvitalia abertii",50,77,21397.9896037217
"4730","Galium oreganum",4,4,21268.1002622559
"4731","Ivesia pickeringii",16,38,21254.4418426336
"4732","Chorizanthe palmeri",61,91,21214.6252322392
"4733","Eucnide rupestris",4,7,21189.4251391532
"4734","Collinsia antonina",14,30,21113.2130001764
"4735","Limnanthes bakeri",21,50,21105.8456747594
"4736","Munroa squarrosa",15,21,21103.7207723416
"4737","Mimulus filicaulis",26,54,21081.8571724286
"4738","Sidalcea elegans",9,11,21052.6180197203
"4739","Perityle intricata",3,3,20995.4638728633
"4740","Pogogyne nudiuscula",24,67,20962.0796252867
"4741","Oreostemma elatum",8,12,20953.3676320835
"4742","Ivesia aperta",48,94,20874.8439249848
"4743","Systenotheca vortriedei",38,65,20753.5398156447
"4744","Prunus fremontii",138,242,20661.7957300361
"4745","Phacelia monoensis",9,29,20639.1580672423
"4746","Ambrosia ambrosioides",3,5,20569.851027988
"4747","Erythronium tuolumnense",15,44,20542.2383307394
"4748","Bromus polyanthus",2,2,20495.7373187328
"4749","Linanthus campanulatus",2,2,20475.8442819952
"4750","Galium clementis",20,65,20412.5286119362
"4751","Cirsium rhothophilum",15,61,20351.6230777033
"4752","Abies bracteata",61,148,20280.2320933372
"4753","Abies lasiocarpa",15,31,20111.3780993986
"4754","Lupinus ludovicianus",10,30,20103.3628133918
"4755","Malacothrix indecora",12,18,20060.1903050031
"4756","Arnica venosa",21,26,20038.8741902168
"4757","Cymopterus globosus",2,3,19991.9651913591
"4758","Galium munzii",64,116,19990.2198762101
"4759","Salvia eremostachya",44,102,19912.9104749486
"4760","Cryptantha crymophila",14,27,19822.2860336224
"4761","Antirrhinum virga",74,128,19764.2896470092
"4762","Cordylanthus parviflorus",26,46,19708.7384532385
"4763","Draba longisquamosa",37,67,19666.6472778982
"4764","Plagiobothrys hystriculus",18,22,19617.8962564584
"4765","Erigeron compactus",9,18,19604.0577188361
"4766","Tragia ramosa",48,72,19542.9478577832
"4767","Scrophularia atrata",48,104,19518.3830362088
"4768","Navarretia prolifera",82,133,19515.4206832203
"4769","Lomatium howellii",64,95,19442.7055494749
"4770","Lomatium repostum",39,57,19315.0187931089
"4771","Hackelia sharsmithii",28,65,19309.3478813281
"4772","Agave shawii",9,16,19284.2600039056
"4773","Phacelia greenei",26,34,19271.5260671501
"4774","Delphinium scaposum",3,11,19259.20382489
"4775","Arctostaphylos edmundsii",28,119,19225.9611519443
"4776","Calochortus weedii",265,380,19179.5731304502
"4777","Boechera pendulina",2,3,19175.9083646048
"4778","Transberingia bursifolia",5,6,19080.9924180405
"4779","Monardella nana",167,437,19064.4301519221
"4780","Croton wigginsii",43,75,19012.8631452532
"4781","Rorippa tenerrima",10,12,18927.8110332783
"4782","Ambrosia chenopodiifolia",23,60,18847.2549422211
"4783","Ceanothus purpureus",44,112,18748.2989606225
"4784","Salix delnortensis",36,191,18739.1749542873
"4785","Draba monoensis",8,11,18535.9280409895
"4786","Hesperocyparis nevadensis",45,92,18466.5374661597
"4787","Oreostemma peirsonii",27,41,18443.7205444229
"4788","Balsamorhiza sericea",10,18,18438.9698787223
"4789","Leptosyne hamiltonii",19,44,18428.9772044045
"4790","Deinandra floribunda",30,59,18412.9316020716
"4791","Hesperolinon bicarpellatum",56,139,18382.9698752159
"4792","Nemacladus calcaratus",7,9,18296.2979644938
"4793","Eriodictyon altissimum",7,11,18266.3459128156
"4794","Prosartes parvifolia",3,3,18262.1341667987
"4795","Rhamnus pilosa",82,140,18236.1893359342
"4796","Carex congdonii",140,213,18213.1726533759
"4797","Angelica kingii",10,16,17968.4299796267
"4798","Potentilla morefieldii",20,31,17853.059393776
"4799","Eriogonum bifurcatum",24,50,17850.1633127464
"4800","Ancistrocarphus keilii",3,6,17728.89183192
"4801","Mimulus parryi",10,12,17677.6984763603
"4802","Erigeron mariposanus",2,6,17672.3195717452
"4803","Polygonum austiniae",6,9,17639.1584778936
"4804","Ericameria fasciculata",25,51,17602.5497350219
"4805","Plantago eriopoda",7,13,17598.5279085166
"4806","Tropidocarpum californicum",5,7,17432.5401716728
"4807","Arctostaphylos klamathensis",17,22,17398.9838730844
"4808","Calystegia peirsonii",66,113,17363.3317304796
"4809","Erigeron parishii",56,127,17327.1076856123
"4810","Antirrhinum coulterianum",518,645,17268.1694726005
"4811","Lupinus dalesiae",89,146,17247.7472038864
"4812","Delphinium uliginosum",56,85,17246.7868401581
"4813","Calochortus pulchellus",25,58,17137.6965992623
"4814","Arctostaphylos nortensis",12,37,17126.5074737064
"4815","Eriophyllum latilobum",5,7,17096.4798088851
"4816","Verbena gooddingii",91,123,17072.8586075025
"4817","Mimulus norrisii",12,18,17044.7158608713
"4818","Trichostema ruygtii",6,10,17035.0840650861
"4819","Astragalus tidestromii",60,94,16962.3102180365
"4820","Glyceria leptostachya",35,52,16941.3946551538
"4821","Oxytropis oreophila",10,59,16898.0627860941
"4822","Arctostaphylos obispoensis",77,168,16883.587922814
"4823","Bloomeria clevelandii",41,81,16841.6638337089
"4824","Acanthomintha ilicifolia",43,70,16805.385455104
"4825","Poa piperi",32,51,16704.0404759018
"4826","Chorizanthe orcuttiana",11,42,16635.6540531541
"4827","Glossopetalon pungens",9,17,16606.6092055446
"4828","Layia discoidea",26,41,16559.4766738059
"4829","Brodiaea sierrae",45,57,16548.2588250238
"4830","Brodiaea leptandra",26,35,16545.0106814933
"4831","Chrysothamnus greenei",4,5,16520.0360049606
"4832","Brodiaea pallida",6,18,16392.0319382592
"4833","Castilleja hololeuca",72,207,16386.7017961963
"4834","Boechera pinzliae",4,4,16358.8567249191
"4835","Mimulus shevockii",23,65,16325.3219540488
"4836","Howellanthus dalesianus",16,42,16145.5978618584
"4837","Boechera constancei",28,40,16113.492272258
"4838","Eriogonum collinum",17,31,16097.717824134
"4839","Lathrocasis tenerrima",5,6,15948.8675185156
"4840","Arctostaphylos montana",45,212,15745.7092243698
"4841","Phacelia nashiana",45,75,15710.6013361892
"4842","Astragalus deanei",13,24,15658.2164971092
"4843","Mertensia bella",2,2,15510.8481380041
"4844","Nemacladus twisselmannii",2,15,15487.4108825209
"4845","Arctostaphylos insularis",59,318,15479.2844276001
"4846","Draba californica",24,50,15432.0045546744
"4847","Allium yosemitense",9,18,15408.4382390184
"4848","Hulsea californica",54,87,15371.9002143116
"4849","Monardella viridis",35,43,15371.7510813905
"4850","Benitoa occidentalis",40,117,15157.2095292595
"4851","Heuchera maxima",30,86,15031.4914818416
"4852","Bloomeria humilis",5,13,15014.5244750818
"4853","Iris innominata",51,72,14927.0024842346
"4854","Ceanothus impressus",55,114,14820.4726754909
"4855","Streptanthus gracilis",16,22,14789.3896983022
"4856","Phacelia novenmillensis",14,19,14760.4265762848
"4857","Galium hardhamiae",19,35,14757.2167900053
"4858","Abronia alpina",8,20,14725.5066559517
"4859","Symphyotrichum greatae",61,109,14721.8195323819
"4860","Lomatium observatorium",6,16,14689.051991033
"4861","Harmonia nutans",56,119,14619.7645270343
"4862","Castilleja mollis",12,38,14608.1201612022
"4863","Linanthus concinnus",51,82,14607.7864477924
"4864","Astragalus inyoensis",29,76,14598.8368155473
"4865","Hazardia detonsa",50,158,14594.3059610546
"4866","Phacelia pringlei",29,46,14571.1765933101
"4867","Fraxinus parryi",3,7,14500.5631656964
"4868","Eriogonum libertini",45,70,14394.3210952915
"4869","Campanula sharsmithiae",6,6,14356.9529826727
"4870","Allium tuolumnense",5,6,14250.2129408
"4871","Heuchera abramsii",13,51,14218.4950389247
"4872","Scutellaria lateriflora",5,6,14079.1350388487
"4873","Ivesia argyrocoma",54,118,14068.9766281083
"4874","Carpenteria californica",46,94,14029.5932930027
"4875","Calochortus persistens",10,14,13962.7207580465
"4876","Arctostaphylos refugioensis",26,177,13905.1068397816
"4877","Eryngium pendletonense",13,31,13866.209548426
"4878","Acmispon prostratus",39,86,13819.016750918
"4879","Arctostaphylos glutinosa",18,66,13720.584021162
"4880","Streptanthus howellii",10,11,13588.2042317408
"4881","Castilleja lasiorhyncha",64,134,13513.8924045237
"4882","Arctostaphylos densiflora",15,117,13467.1361400583
"4883","Acleisanthes nevadensis",5,7,13425.2304455187
"4884","Lupinus spectabilis",18,57,13403.3097807809
"4885","Verbena californica",11,24,13361.9823609999
"4886","Arctostaphylos virgata",48,171,13359.0120288593
"4887","Arctostaphylos pallida",27,70,13238.6100347948
"4888","Peteria thompsoniae",2,4,13235.61929555
"4889","Heterotheca shevockii",24,45,13206.3781498439
"4890","Streptanthus fenestratus",12,22,13065.5487858056
"4891","Streptanthus hesperidis",35,53,13008.5917498246
"4892","Cryptantha celosioides",2,4,12964.859504739
"4893","Phacelia saxicola",2,4,12819.8174868402
"4894","Allium munzii",44,85,12804.1513121214
"4895","Chorizanthe wheeleri",41,116,12756.032844165
"4896","Ribes hudsonianum",2,2,12699.6681537639
"4897","Camissonia benitensis",15,21,12637.8662424449
"4898","Eremogone ursina",42,68,12425.9386272428
"4899","Horkelia bolanderi",19,49,12380.4234647357
"4900","Hesperolinon tehamense",35,76,12368.7705921019
"4901","Streptanthus longisiliquus",22,45,12365.1536622352
"4902","Dudleya densiflora",11,20,12316.8951655312
"4903","Mimulus latifolius",2,5,12257.9263895243
"4904","Chorizanthe breweri",34,72,12232.9099130397
"4905","Atriplex tularensis",7,13,12120.7672370256
"4906","Lilium bolanderi",82,116,12106.6188418116
"4907","Erythronium pusaterii",10,17,12070.3503183003
"4908","Epilobium rigidum",20,47,11987.1499101533
"4909","Arctostaphylos montaraensis",10,23,11941.8041166007
"4910","Cryptantha spithamaea",8,11,11926.4083633422
"4911","Ceanothus maritimus",6,37,11853.1279997867
"4912","Juncus digitatus",7,18,11827.9173916311
"4913","Eriogonum callistum",6,11,11658.6274096436
"4914","Ageratina shastensis",24,40,11646.8256004822
"4915","Mammillaria grahamii",10,11,11638.6795256324
"4916","Lewisia oppositifolia",12,16,11616.8704936931
"4917","Ceanothus hearstiorum",5,13,11602.6427085637
"4918","Isocoma arguta",15,32,11563.5793363064
"4919","Salvia greatae",36,71,11470.6591689361
"4920","Eriogonum truncatum",14,29,11443.53832604
"4921","Wyethia reticulata",24,49,11254.6858085618
"4922","Eriophyllum congdonii",12,32,11194.014898044
"4923","Astragalus webberi",18,37,11168.3859827637
"4924","Opuntia fragilis",4,5,11145.2962956591
"4925","Arctostaphylos catalinae",29,81,10872.1941325629
"4926","Lewisia congdonii",10,19,10840.6957075388
"4927","Monardella stoneana",11,25,10809.5996897045
"4928","Adolphia californica",72,139,10801.9336057517
"4929","Minuartia howellii",27,42,10787.4111591099
"4930","Oxytheca watsonii",4,9,10781.3093648133
"4931","Ambrosia monogyra",24,54,10688.8202678567
"4932","Corispermum americanum",3,3,10645.1748314832
"4933","Galium grande",22,102,10609.6076429283
"4934","Eriogonum pendulum",2,3,10533.6784024712
"4935","Hesperocyparis abramsiana",25,111,10514.5169122965
"4936","Eriogonum apricum",12,20,10495.6004197958
"4937","Clarkia springvillensis",12,37,10144.1587027043
"4938","Arctostaphylos silvicola",52,166,10057.1085145901
"4939","Astragalus jaegerianus",13,30,10010.4949602605
"4940","Astragalus claranus",16,25,9960.05807150099
"4941","Horkelia wilderae",27,88,9949.02997387246
"4942","Astragalus lentiformis",15,22,9861.23559632029
"4943","Ferocactus viridescens",36,43,9747.6057531259
"4944","Astragalus ravenii",6,9,9726.94769759989
"4945","Polygala heterorhyncha",4,10,9708.11227505616
"4946","Sidalcea robusta",22,34,9689.99788534963
"4947","Boechera parishii",92,182,9667.97021889003
"4948","Monardella pringlei",9,26,9642.87555285458
"4949","Leptochloa dubia",5,9,9640.26790269658
"4950","Pedicularis centranthera",3,3,9621.97765870326
"4951","Plagiobothrys verrucosus",2,2,9557.44207136085
"4952","Phacelia stebbinsii",28,40,9543.56122364677
"4953","Neviusia cliftonii",25,79,9534.32286893888
"4954","Chorizanthe blakleyi",13,29,9498.84942899795
"4955","Mimulus purpureus",32,54,9269.29900848652
"4956","Verbesina dissita",10,23,9142.40955741189
"4957","Castilleja cinerea",93,183,9107.02136099978
"4958","Cleomella hillmanii",2,3,9084.34465904594
"4959","Malacothrix squalida",5,8,9070.8317049367
"4960","Eleocharis torticulmis",8,17,9046.2792599774
"4961","Salix bebbiana",3,3,9043.17862747046
"4962","Horkelia hispidula",18,31,9040.53649671724
"4963","Corydalis aurea",3,3,9019.5439485276
"4964","Arctostaphylos montereyensis",41,145,8958.25342169405
"4965","Arctostaphylos purissima",81,314,8950.12729341163
"4966","Brodiaea santarosae",17,48,8937.31123548745
"4967","Cryptantha ganderi",14,22,8872.66500876951
"4968","Microseris borealis",6,7,8733.6522323655
"4969","Rorippa subumbellata",21,35,8716.44672269329
"4970","Arctostaphylos auriculata",28,109,8667.99660201463
"4971","Acanthomintha duttonii",13,36,8591.02134791719
"4972","Heuchera parishii",69,116,8559.30238433507
"4973","Castilleja gleasoni",24,50,8466.60164128114
